target_id,source_table,source_location,portfolio_set,model,statistic,published_value,published_decimals,uncertainty_type,uncertainty_value,tolerance_rule,notes
TBL5_IA_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,mean_excess_return_d10,0.34,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_market_d10,0.72,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_rate_d10,-0.26,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,pricing_error_d10,-0.12,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,mean_excess_return_dif,0.42,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_market_dif,-0.11,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_rate_dif,0.38,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,pricing_error_dif,0.15,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,mean_excess_return_d1,0.85,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_market_d1,0.59,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_rate_d1,0.16,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,pricing_error_d1,0.10,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,mean_excess_return_d10,0.36,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_market_d10,0.67,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_rate_d10,-0.17,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,pricing_error_d10,-0.14,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,mean_excess_return_dif,0.49,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_market_dif,-0.08,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,risk_premium_rate_dif,0.34,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_PIA_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,ppe_investment,market_plus_fedfunds_innovation,pricing_error_dif,0.23,2,none,,published_rounding,article Table 5 panel F (PIA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,mean_excess_return_d1,0.76,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_market_d1,0.62,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_rate_d1,-0.05,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,pricing_error_d1,0.19,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,mean_excess_return_d10,0.40,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_market_d10,0.71,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_rate_d10,-0.17,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,pricing_error_d10,-0.14,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,mean_excess_return_dif,0.36,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_market_dif,-0.09,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,risk_premium_rate_dif,0.11,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IVG_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,inventory_growth,market_plus_fedfunds_innovation,pricing_error_dif,0.33,2,none,,published_rounding,article Table 5 panel G (IVG); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
